household_id,household_size,income_level,property_type,dwelling_area_sqm,has_garden,num_bathrooms,has_dishwasher,has_washing_machine,occupants_children,water_price_per_m3,temperature_c,daily_consumption_liters
13427,5,middle,apartment,70.8,0,2,1,1,3,1.84,12.6,344.3
13428,2,middle,house,48.1,0,1,0,1,2,1.86,30.0,248.9
13429,4,middle,house,132.6,0,3,0,1,1,1.48,27.4,350.6
13430,1,middle,house,96.1,0,2,1,1,0,0.96,22.1,233.2
13431,5,low,house,93.8,0,3,0,1,2,1.43,33.9,422.8
13432,5,low,apartment,125.0,0,3,1,1,3,2.15,15.8,397.2
13433,2,low,house,63.9,1,1,1,1,2,2.0,28.2,347.5
13434,2,middle,apartment,70.7,0,3,1,1,3,0.69,18.9,294.5
13435,1,middle,apartment,90.7,0,1,1,1,2,0.79,24.7,263.4
13436,5,low,house,46.6,1,1,0,1,3,0.96,24.0,407.5
13437,4,middle,apartment,51.9,0,1,1,1,2,2.48,24.7,310.6
13438,4,low,house,56.3,0,1,0,1,0,1.61,20.7,280.6
13439,5,low,apartment,113.0,0,1,1,1,0,1.74,19.9,343.5
13440,5,middle,house,80.8,1,1,1,1,0,1.93,18.7,398.1
13441,5,low,house,123.2,1,1,1,1,0,2.09,26.9,421.7
13442,2,low,apartment,99.3,0,2,0,1,3,0.58,22.3,319.0
13443,3,low,house,107.1,1,2,1,1,2,1.97,8.9,307.7
13444,1,middle,house,82.1,0,2,1,1,0,1.42,21.9,264.2
13445,3,low,house,111.2,1,2,1,1,0,2.42,19.3,337.1
13446,3,middle,apartment,88.9,0,3,1,1,1,0.68,30.5,340.4
13447,1,high,house,89.3,1,2,0,1,3,2.4,35.4,316.0
13448,1,middle,apartment,117.5,1,2,1,1,0,1.2,21.7,301.3
13449,2,middle,house,182.3,0,1,1,1,1,0.65,32.8,289.0
13450,3,middle,house,81.8,1,1,1,1,1,0.91,34.3,395.5
13451,5,low,apartment,105.6,0,3,0,1,1,0.74,19.3,406.9
13452,5,middle,house,30.0,0,3,1,0,1,2.45,26.8,372.4
13453,2,middle,apartment,112.6,1,3,1,0,0,0.59,33.5,355.8
13454,2,middle,house,98.3,0,3,0,1,2,2.12,16.4,263.3
13455,3,high,apartment,47.1,1,2,0,1,0,2.49,37.8,347.1
13456,1,high,house,94.1,1,3,0,1,0,1.67,24.7,280.5
13457,3,middle,house,72.4,0,2,0,1,3,1.33,32.4,341.4
13458,1,middle,house,96.2,0,1,1,1,3,1.52,17.8,258.2
13459,4,low,house,79.9,0,3,0,1,3,2.04,30.2,373.8
13460,3,high,house,71.4,0,2,1,1,2,2.15,42.3,366.9
13461,2,low,house,65.9,0,1,0,1,2,0.53,25.4,274.3
13462,2,high,house,165.5,0,3,1,0,2,1.36,22.3,292.8
13463,6,middle,house,45.5,0,3,1,1,2,2.13,13.4,427.6
13464,1,high,house,123.3,1,2,0,1,2,2.15,30.3,304.5
13465,4,high,apartment,110.8,0,3,0,1,2,1.72,29.3,369.5
13466,6,middle,house,30.0,0,3,1,1,3,0.66,20.9,457.5
13467,6,middle,apartment,138.3,1,1,0,1,1,2.18,20.0,399.1
13468,6,middle,house,110.5,1,3,0,1,1,0.66,16.7,463.1
13469,4,high,apartment,111.4,0,2,0,0,2,0.6,19.7,322.7
13470,3,middle,apartment,97.9,1,1,1,1,1,1.55,12.5,342.0
13471,2,middle,apartment,80.7,0,1,1,1,3,1.21,19.0,293.9
13472,4,middle,apartment,55.3,0,3,0,1,0,1.62,18.6,310.3
13473,3,middle,house,90.3,0,3,0,1,1,1.87,35.3,352.5
13474,2,middle,apartment,91.5,0,2,1,1,3,1.76,35.5,349.3
13475,2,middle,house,102.9,0,1,1,1,2,1.5,21.1,280.0
13476,5,middle,apartment,121.0,1,3,0,1,3,1.32,24.2,480.6
13477,5,low,apartment,125.7,0,3,1,1,1,1.01,23.4,387.4
13478,5,high,apartment,105.6,0,3,1,1,3,1.38,28.1,426.2
13479,2,high,apartment,80.4,1,2,1,1,1,1.31,28.7,357.3
13480,6,middle,apartment,90.7,0,2,0,1,3,1.72,32.5,468.5
13481,5,middle,house,77.0,0,3,1,1,2,1.08,16.1,394.5
13482,1,low,house,88.7,1,3,0,1,3,2.26,18.4,322.5
13483,3,low,apartment,58.7,1,3,1,1,0,1.83,30.6,381.9
13484,5,low,house,139.6,0,3,1,1,1,1.7,31.8,393.6
13485,5,low,house,131.6,0,3,0,1,3,1.56,34.9,403.1
13486,1,high,house,149.8,0,3,1,1,0,1.08,28.9,277.8
13487,3,middle,apartment,82.8,0,3,1,1,1,1.36,26.6,311.9
13488,5,high,house,128.5,1,2,1,0,1,2.09,30.6,426.5
13489,3,middle,apartment,90.6,0,3,0,1,1,0.84,30.0,338.8
13490,4,middle,apartment,80.1,0,3,0,1,1,2.47,25.1,358.1
13491,3,middle,house,124.2,0,2,1,1,2,0.85,17.6,325.7
13492,4,low,house,95.8,0,3,0,1,3,1.97,22.5,333.2
13493,1,low,house,62.7,0,2,0,0,0,2.4,14.4,176.0
13494,3,low,house,131.5,0,1,0,1,1,1.85,22.6,276.3
13495,1,high,house,99.1,0,3,1,1,1,0.74,14.8,272.5
13496,1,middle,house,66.4,1,3,1,1,1,1.18,11.8,290.7
13497,3,high,apartment,106.0,0,1,0,1,1,0.86,26.9,282.7
13498,6,middle,house,38.0,0,2,1,1,1,2.45,13.5,358.0
13499,4,middle,apartment,85.2,0,3,0,1,2,1.92,27.1,376.2
13500,3,middle,apartment,97.7,0,1,0,1,0,0.75,18.5,267.6
13501,1,low,apartment,123.1,0,3,1,1,2,1.89,19.0,278.9
13502,6,low,house,101.3,1,3,1,1,0,0.55,16.9,437.3
13503,2,low,apartment,126.9,0,3,1,1,3,1.11,21.7,334.7
13504,5,middle,house,110.3,1,3,1,1,0,2.24,21.9,473.7
13505,2,low,apartment,155.8,0,2,1,1,0,2.29,20.7,266.5
13506,2,low,apartment,98.8,0,2,1,1,3,1.89,23.5,267.5
13507,5,low,house,95.8,0,3,1,0,3,1.81,34.4,421.8
13508,4,middle,house,49.2,0,1,1,1,2,2.33,10.3,289.0
13509,1,low,apartment,63.4,1,1,0,1,1,1.48,5.2,237.0
13510,6,high,house,42.5,0,1,1,1,3,1.52,25.8,403.7
13511,2,low,apartment,98.2,0,2,0,1,1,2.28,13.1,245.5
13512,1,low,house,30.0,0,1,0,1,0,1.26,17.6,190.5
13513,4,middle,apartment,98.0,0,2,1,1,0,1.05,18.0,296.6
13514,1,middle,house,141.3,1,1,1,1,1,1.2,33.7,321.8
13515,2,middle,house,49.1,1,1,0,0,0,2.11,20.7,262.3
13516,5,middle,house,129.1,1,2,1,1,3,2.36,15.0,410.2
13517,3,middle,apartment,106.3,0,2,0,1,0,0.78,21.7,278.4
13518,4,middle,house,105.7,0,2,1,1,0,1.65,15.8,319.4
13519,1,middle,house,89.3,1,1,0,1,1,2.43,16.5,273.9
13520,1,middle,apartment,126.0,0,2,0,1,3,0.95,16.3,241.1
13521,5,middle,house,127.3,1,3,1,1,1,1.49,23.1,482.3
13522,1,low,house,67.5,0,1,1,1,2,0.81,17.9,227.2
13523,6,middle,apartment,84.1,0,1,1,1,1,0.64,32.0,411.6
13524,5,low,apartment,121.9,0,3,1,1,1,0.85,28.8,394.0
13525,3,middle,house,98.3,0,2,1,1,0,2.42,25.0,299.0
13526,5,middle,apartment,49.8,0,3,0,0,0,2.08,17.5,310.2
13527,6,low,house,67.2,1,3,0,1,0,0.9,19.7,469.2
13528,2,middle,apartment,50.2,1,3,1,1,3,2.14,3.3,322.8
13529,4,high,apartment,63.2,0,2,0,1,0,2.17,21.0,324.5
13530,5,middle,apartment,76.6,0,2,1,0,3,0.72,39.9,399.7
13531,6,middle,house,68.0,0,2,0,1,2,2.16,26.4,407.4
13532,2,low,apartment,77.4,0,2,1,0,3,1.43,14.4,268.1
13533,5,high,apartment,32.5,1,2,0,1,2,0.97,20.1,407.7
13534,3,low,house,77.4,1,1,0,1,1,2.29,24.5,329.6
13535,1,middle,house,106.8,0,3,1,1,1,1.99,19.6,249.9
13536,2,middle,apartment,94.9,1,1,1,1,0,2.15,18.8,288.5
13537,2,high,apartment,64.8,1,2,1,1,1,1.32,25.7,343.6
13538,1,high,house,84.9,0,2,1,1,1,1.22,26.5,248.3
13539,2,high,house,46.3,1,2,1,0,3,0.91,14.5,335.3
13540,6,middle,apartment,58.3,0,1,1,1,3,0.66,15.7,429.9
13541,4,low,apartment,66.1,1,3,1,0,3,1.05,21.9,409.7
13542,4,low,house,94.4,1,2,1,0,0,2.33,23.7,342.5
13543,6,middle,apartment,120.9,1,1,1,0,3,1.22,20.7,448.5
13544,2,middle,house,71.0,0,3,1,1,1,2.26,32.1,339.4
13545,2,low,apartment,71.4,0,3,0,1,2,0.59,19.8,294.1
13546,3,middle,house,88.6,1,2,0,1,3,1.05,22.2,352.2
13547,6,middle,house,103.6,0,3,0,0,0,1.42,24.8,386.5
13548,2,high,apartment,102.8,1,2,1,1,1,1.13,18.1,311.7
13549,4,high,apartment,142.0,0,2,1,1,0,1.74,22.3,334.0
13550,2,low,house,155.9,0,3,1,0,0,2.07,29.1,318.0
13551,6,high,house,143.6,1,1,0,1,0,1.15,24.5,422.4
13552,3,high,apartment,72.8,0,1,1,1,2,2.26,32.9,342.3
13553,1,low,house,101.9,1,3,0,1,2,2.48,18.1,287.8
13554,1,middle,house,60.1,0,1,1,1,1,0.8,17.6,219.2
13555,2,middle,apartment,30.0,0,2,0,1,3,2.29,21.0,269.3
13556,3,high,house,109.7,0,2,1,1,3,0.55,21.0,338.9
13557,4,middle,house,81.5,1,2,0,1,0,2.28,12.9,355.6
13558,4,middle,apartment,63.5,0,2,0,0,2,2.06,16.9,289.8
13559,2,low,apartment,157.6,0,3,0,1,0,2.27,33.4,290.9
13560,1,middle,house,114.5,0,2,0,0,2,1.15,22.0,233.2
13561,1,high,apartment,119.8,0,3,1,1,2,1.24,25.6,300.2
13562,2,low,house,118.8,0,3,0,0,1,1.7,33.0,285.6
13563,4,low,house,107.5,1,3,0,1,2,2.07,27.4,430.8
13564,4,high,house,76.6,0,3,1,1,3,1.58,7.3,341.9
13565,2,middle,house,152.0,0,2,1,1,1,1.44,13.0,274.6
13566,4,low,house,86.5,0,3,1,0,2,0.98,33.1,404.3
13567,6,high,apartment,144.6,1,2,1,1,0,0.85,18.5,455.2
13568,5,low,apartment,161.7,0,3,0,1,0,0.72,19.4,404.2
13569,3,middle,house,30.0,1,3,1,1,1,1.83,17.3,332.1
13570,3,high,house,30.0,0,3,1,1,1,2.26,25.1,313.5
13571,4,middle,house,73.8,0,1,1,1,2,0.85,21.0,357.1
13572,6,middle,house,53.2,0,2,1,0,0,2.11,25.1,356.9
13573,5,low,house,123.1,1,1,1,1,3,1.22,17.2,437.3
13574,5,middle,apartment,30.0,1,1,0,1,2,1.0,18.2,397.0
13575,4,high,apartment,135.0,0,1,1,1,2,2.26,17.6,373.1
13576,6,middle,apartment,105.8,0,1,1,1,2,2.16,25.9,379.2
13577,4,middle,apartment,65.3,0,3,1,0,2,2.2,17.6,344.1
13578,4,middle,house,66.1,0,2,1,1,2,1.39,30.5,377.0
13579,1,low,apartment,98.0,1,2,1,0,0,2.03,24.9,274.1
13580,3,low,apartment,82.7,1,1,0,0,3,0.96,28.4,317.6
13581,4,high,house,140.0,0,2,1,1,0,2.13,21.4,334.1
13582,2,middle,house,97.0,0,1,1,1,1,0.63,15.6,252.5
13583,4,high,apartment,141.6,1,1,1,0,1,0.99,22.5,382.2
13584,6,middle,apartment,143.7,1,2,0,1,1,1.31,19.2,464.5
13585,1,high,apartment,152.5,0,1,1,1,0,2.24,30.9,224.7
13586,5,low,house,98.7,1,1,0,1,3,1.58,16.7,404.0
13587,3,middle,apartment,79.4,0,2,1,1,1,1.17,12.3,260.6
13588,2,middle,house,154.6,1,2,1,1,2,2.48,20.5,337.8
13589,4,low,apartment,140.8,0,2,0,1,1,2.18,26.0,359.7
13590,3,middle,house,94.4,1,3,0,1,0,1.6,17.2,347.0
13591,5,middle,house,118.8,0,1,1,1,0,1.33,16.9,319.8
13592,2,high,house,30.0,0,1,1,0,2,2.32,23.6,217.0
13593,4,middle,house,64.8,0,1,1,1,1,0.92,37.7,339.5
13594,1,high,apartment,73.8,1,1,0,1,1,1.92,27.8,275.6
13595,3,middle,house,82.9,0,2,1,1,0,0.65,24.9,304.1
13596,6,low,apartment,94.0,0,1,1,1,3,2.23,27.3,403.7
13597,4,high,house,104.2,1,1,0,1,0,2.17,23.5,342.9
13598,6,low,apartment,56.9,1,1,1,1,3,2.07,28.7,456.4
13599,6,middle,house,84.5,1,2,0,1,1,0.92,10.0,445.0
13600,2,high,house,122.7,0,3,1,1,0,2.46,29.7,300.2
13601,3,high,house,98.4,0,2,1,1,2,1.39,13.8,317.6
13602,4,middle,house,90.7,1,2,0,1,3,0.85,22.7,416.4
13603,6,high,house,111.2,0,2,0,1,0,1.22,19.3,383.6
13604,4,high,apartment,84.8,1,1,1,1,3,1.99,30.3,426.8
13605,5,middle,apartment,119.0,0,1,1,1,2,2.32,18.8,361.5
13606,6,middle,apartment,117.3,0,2,1,1,0,1.26,25.7,420.8
13607,2,low,apartment,49.9,1,1,0,1,2,0.7,13.1,279.0
13608,4,high,apartment,96.6,0,2,0,1,1,2.19,18.7,335.3
13609,1,high,house,93.4,1,3,1,0,0,2.24,18.8,272.9
13610,5,middle,apartment,101.6,1,2,0,1,3,1.85,25.2,403.2
13611,3,high,apartment,80.4,1,3,1,1,0,0.84,32.3,392.0
13612,5,middle,apartment,53.0,0,1,0,1,1,1.94,21.5,290.4
13613,5,middle,house,152.7,0,3,1,1,1,0.93,18.3,418.2
13614,2,middle,house,104.1,1,2,1,1,2,1.35,32.0,390.1
13615,1,middle,apartment,94.6,1,2,1,1,1,1.93,34.4,324.8
13616,4,high,apartment,77.6,0,3,1,0,0,1.56,34.1,320.8
13617,1,middle,house,76.9,0,3,1,1,0,1.07,15.6,228.5
13618,4,middle,apartment,73.7,1,2,1,1,0,1.37,31.0,419.6
13619,2,low,apartment,177.9,1,3,1,1,3,0.76,28.4,411.3
13620,5,low,house,60.9,1,3,1,1,1,1.39,12.1,405.8
13621,2,low,apartment,31.2,0,1,1,1,3,1.55,19.7,245.8
13622,5,middle,apartment,93.9,0,2,0,1,1,1.13,18.8,349.3
13623,6,middle,house,86.7,0,1,1,0,3,2.11,37.0,428.9
13624,2,low,house,194.3,0,1,1,0,1,0.98,26.4,224.5
13625,6,high,house,50.8,0,1,1,1,1,1.27,17.5,373.1
13626,2,high,apartment,86.0,0,1,0,1,2,1.65,28.6,287.0
13627,5,high,house,49.7,1,1,0,0,0,1.09,26.5,365.9
13628,2,low,house,119.1,0,3,1,1,0,1.67,18.5,288.1
13629,2,middle,house,63.8,1,2,0,1,2,1.07,29.3,350.0
13630,4,middle,apartment,51.8,0,1,1,1,3,0.68,16.2,373.6
13631,2,low,house,130.0,1,3,1,1,0,1.73,16.1,324.6
13632,2,middle,house,119.5,0,3,0,1,1,1.46,16.6,297.7
13633,6,middle,apartment,65.5,1,2,0,0,1,1.24,13.9,407.9
13634,6,high,house,132.7,1,1,1,1,3,1.87,32.9,513.2
13635,1,high,apartment,65.3,0,2,1,1,3,1.64,12.5,236.4
13636,5,low,house,141.1,0,2,0,1,0,1.45,18.7,341.2
13637,4,high,apartment,55.9,0,1,0,1,1,1.63,21.5,306.8
13638,1,high,apartment,63.5,0,1,1,1,0,1.66,23.2,188.0
13639,4,low,apartment,90.0,1,3,0,1,3,1.15,24.1,421.1
13640,4,low,house,65.3,0,2,1,1,0,2.46,32.2,348.9
13641,5,low,house,97.5,0,1,0,1,1,2.2,19.6,340.3
13642,4,middle,apartment,34.4,0,1,0,0,0,1.1,35.7,304.2
13643,1,low,house,93.4,0,3,1,1,0,0.98,16.1,256.6
13644,1,middle,house,103.1,1,1,0,1,2,2.36,23.0,285.3
13645,5,middle,house,119.2,1,1,1,1,3,1.48,27.2,488.5
13646,1,low,apartment,144.1,0,3,1,1,3,1.09,27.2,309.5
13647,3,low,house,119.6,1,3,1,1,3,1.77,17.8,407.4
13648,3,middle,house,48.9,0,3,1,1,1,2.07,19.5,329.3
13649,2,low,house,71.5,1,2,1,1,2,0.99,11.9,303.0
13650,6,low,apartment,144.5,0,1,0,1,1,1.19,34.1,435.8
13651,1,low,house,131.8,0,3,0,0,3,2.06,40.0,288.5
13652,5,middle,house,174.4,0,3,1,1,3,1.17,24.9,400.8
13653,5,low,house,135.2,0,3,1,1,2,2.23,26.5,362.2
13654,1,middle,house,140.3,0,1,1,0,1,2.19,24.4,214.5
13655,3,low,apartment,109.1,0,2,1,1,1,1.13,20.1,315.2
13656,1,low,house,168.3,1,2,1,1,2,0.68,29.5,358.4
13657,4,low,house,87.8,0,2,1,1,1,0.58,19.5,352.0
13658,6,high,house,89.6,0,3,1,1,1,1.26,26.6,420.7
13659,6,middle,apartment,144.4,0,3,1,1,0,0.99,20.3,452.6
13660,4,low,house,140.1,0,3,1,1,2,1.42,14.9,374.3
13661,3,high,house,83.0,0,2,1,1,2,1.05,30.2,345.5
13662,4,middle,house,117.2,1,1,1,1,0,1.8,25.6,387.5
13663,5,middle,apartment,78.8,0,3,0,1,3,0.88,22.7,405.1
13664,1,low,house,111.7,0,2,0,0,0,2.11,20.5,190.4
13665,2,high,apartment,148.8,0,2,1,0,3,1.17,15.8,280.7
13666,3,high,house,141.8,1,3,0,1,1,0.99,6.5,374.0
13667,1,high,house,100.9,1,2,0,1,3,1.3,21.4,338.0
13668,3,low,house,120.5,1,3,1,1,1,1.71,23.6,396.6
13669,4,low,apartment,58.1,1,3,1,0,0,2.0,28.4,425.6
13670,5,middle,house,131.4,0,3,1,1,1,1.96,30.5,438.2
13671,2,middle,apartment,133.3,1,3,0,1,2,1.13,22.9,373.7
13672,4,low,house,125.4,0,1,0,0,0,2.23,33.9,322.4
13673,4,middle,house,119.1,1,1,0,1,2,2.42,22.2,382.2
13674,2,low,apartment,41.0,0,2,0,1,1,1.49,24.1,249.1
13675,4,middle,house,69.4,1,1,0,1,1,1.06,26.7,417.8
13676,5,middle,apartment,69.8,0,2,0,1,2,0.71,28.1,386.0
13677,6,middle,apartment,97.9,0,1,1,1,3,1.16,25.6,457.3
13678,2,middle,apartment,80.3,1,1,0,1,1,1.82,20.7,301.7
13679,3,middle,house,56.0,0,3,1,1,3,1.18,27.3,359.2
13680,6,middle,house,106.6,0,2,0,1,3,1.07,18.7,401.6
13681,2,low,apartment,78.7,0,3,1,1,1,0.7,15.5,293.5
13682,3,middle,apartment,108.7,0,1,1,1,2,1.58,30.7,323.0
13683,1,middle,apartment,76.8,0,1,1,1,3,0.53,17.3,270.3
13684,1,high,house,67.8,0,3,0,1,1,0.97,23.0,214.0
13685,6,middle,house,106.6,0,1,1,1,2,0.75,41.3,479.9
13686,5,low,house,63.6,0,2,0,0,1,1.17,31.3,347.7
13687,1,low,house,54.5,1,1,1,1,2,1.69,29.2,306.7
13688,4,high,apartment,110.1,0,3,0,1,1,1.15,13.4,350.5
13689,4,middle,apartment,60.4,0,3,1,1,0,2.18,19.0,348.6
13690,6,low,apartment,62.8,0,2,1,1,1,0.95,19.7,388.8
13691,5,low,house,106.7,0,2,0,0,1,2.31,25.6,315.8
13692,6,middle,house,111.5,0,3,0,1,0,1.81,15.1,384.5
13693,3,high,house,46.9,1,2,1,1,2,1.52,24.5,359.6
13694,2,middle,house,30.0,1,2,0,1,0,0.96,22.5,297.7
13695,2,middle,apartment,58.7,1,2,1,1,3,1.68,25.7,388.6
13696,6,high,house,109.7,1,2,1,1,1,2.45,27.6,475.8
13697,6,high,house,80.5,0,3,1,1,3,1.5,27.0,456.6
13698,5,middle,apartment,92.0,1,1,1,1,1,1.92,24.0,399.7
13699,5,high,apartment,85.3,0,2,1,1,1,1.86,30.3,375.2
13700,1,middle,apartment,60.7,0,2,0,1,2,0.51,27.0,247.2
13701,4,middle,house,165.7,1,1,1,1,2,1.17,27.9,403.6
13702,2,middle,apartment,191.7,0,3,1,0,2,1.92,24.8,324.4
13703,1,low,apartment,131.8,0,2,1,1,2,1.91,26.5,242.9
13704,1,middle,house,30.7,0,1,1,1,2,1.83,10.2,185.6
13705,3,low,house,39.3,0,1,1,1,0,0.51,25.3,300.6
13706,4,high,house,116.7,1,2,0,1,2,0.53,26.5,428.7
13707,2,high,house,112.1,0,2,1,1,1,0.92,27.9,291.3
13708,4,middle,house,95.1,0,2,1,1,2,1.71,25.8,362.0
13709,5,low,house,51.0,1,3,1,1,3,1.82,30.5,452.7
13710,5,middle,apartment,59.6,0,2,1,0,0,2.04,33.6,367.1
13711,6,middle,apartment,136.0,1,2,1,1,3,1.1,18.9,498.8
13712,6,high,apartment,109.8,0,2,0,0,3,0.68,29.3,423.6
13713,4,high,house,93.6,1,2,0,1,1,1.16,22.0,372.0
13714,6,middle,house,84.0,0,3,1,1,3,1.39,31.1,482.3
13715,6,low,house,34.3,0,1,1,1,0,0.68,20.2,361.9
13716,3,middle,apartment,81.5,0,2,1,1,2,2.44,3.7,293.1
13717,3,low,house,30.0,0,1,0,1,1,1.13,19.3,290.7
13718,1,low,house,54.2,1,2,0,1,3,1.17,23.3,298.9
13719,3,middle,apartment,38.2,1,1,1,1,3,2.34,15.9,331.7
13720,6,low,apartment,80.2,0,3,1,1,0,2.36,16.5,409.2
13721,3,high,apartment,112.7,0,1,1,0,1,1.65,22.8,256.0
13722,6,low,apartment,121.7,1,3,0,0,0,1.56,21.2,440.5
13723,2,high,apartment,64.0,1,2,1,1,0,0.78,26.1,315.6
13724,6,low,apartment,50.7,0,1,1,0,0,2.24,14.8,322.0
13725,1,high,apartment,119.0,1,3,1,1,2,0.61,19.3,331.1
13726,6,middle,house,42.7,0,3,1,1,3,2.24,35.8,439.4
13727,5,middle,house,98.7,0,1,1,0,3,0.73,26.8,346.6
13728,4,middle,house,113.4,0,3,1,1,0,2.16,18.3,351.3
13729,5,low,house,50.6,0,3,1,1,3,1.31,22.2,407.9
13730,1,middle,house,86.5,1,2,1,1,0,2.36,28.8,306.7
13731,6,high,house,48.8,0,1,0,1,3,2.11,12.2,377.3
13732,5,middle,apartment,94.6,0,1,0,1,3,1.85,31.8,361.2
13733,2,high,house,110.3,0,3,1,1,3,2.48,21.3,322.3
13734,2,high,house,142.5,0,1,1,1,0,1.88,19.6,281.8
13735,4,middle,house,75.9,0,2,1,1,0,0.74,26.3,364.9
13736,3,middle,apartment,87.1,0,2,0,1,2,1.22,15.0,268.0
13737,3,low,apartment,116.2,1,1,1,0,3,1.69,11.3,360.7
13738,4,middle,apartment,85.6,1,1,0,1,1,2.31,15.5,357.0
13739,3,low,house,114.1,0,3,1,1,1,1.31,36.9,362.5
13740,2,low,house,49.5,0,2,0,1,0,0.56,29.8,246.7
13741,1,middle,apartment,141.0,0,3,1,1,1,2.16,33.5,274.7
13742,5,middle,apartment,75.2,1,2,1,1,3,0.91,22.7,474.5
13743,6,low,apartment,112.0,0,3,0,1,1,1.91,27.8,452.9
13744,5,middle,house,168.0,1,3,1,0,3,1.19,34.4,494.3
13745,2,high,apartment,82.5,1,1,1,1,3,1.4,27.5,360.1
13746,3,high,apartment,142.7,0,1,1,0,0,1.46,23.7,285.5
13747,5,middle,apartment,108.9,1,2,1,1,1,1.41,31.5,452.9
13748,5,middle,apartment,92.2,0,3,0,0,0,0.98,25.5,354.4
13749,6,high,house,74.7,0,3,0,1,3,1.11,18.0,427.8
13750,5,middle,apartment,85.9,1,3,1,1,0,2.05,20.4,441.4
13751,3,low,apartment,73.3,0,1,0,1,3,1.04,13.0,278.9
13752,6,middle,apartment,57.6,1,1,0,1,2,2.0,21.2,469.8
13753,2,middle,house,118.2,0,2,1,1,3,1.98,14.5,286.5
13754,2,low,house,111.0,0,2,1,0,2,0.93,24.4,293.7
13755,5,middle,apartment,86.1,0,1,0,1,3,1.61,16.3,336.0
13756,4,low,apartment,31.4,0,3,0,0,2,1.41,29.6,343.6
13757,5,low,apartment,99.0,0,2,0,1,2,1.82,11.9,368.4
13758,3,low,house,57.7,1,3,1,1,1,2.29,19.6,354.5
13759,5,high,apartment,65.5,0,3,1,1,1,1.64,5.3,351.7
13760,2,low,house,79.6,0,3,1,1,2,0.51,13.3,277.3
13761,6,middle,apartment,95.8,0,3,1,1,0,2.24,32.8,424.6
13762,3,middle,house,105.7,0,2,1,1,3,2.02,20.7,333.7
13763,1,middle,house,30.0,0,1,0,1,0,2.31,12.8,193.3
13764,4,high,apartment,83.6,1,2,1,1,2,0.63,16.1,410.4
13765,4,middle,apartment,61.2,0,1,0,1,1,0.54,17.4,294.7
13766,1,low,apartment,77.7,1,3,1,1,0,2.4,35.6,308.3
13767,1,middle,house,84.7,1,2,1,1,1,1.06,23.2,305.7
13768,6,middle,apartment,82.8,1,3,1,1,2,0.8,10.8,446.4
13769,2,low,apartment,170.7,0,3,1,1,3,1.5,19.8,348.5
13770,1,high,apartment,88.3,0,1,0,0,2,1.23,26.8,235.2
13771,3,high,apartment,49.8,0,2,0,1,3,0.57,26.2,319.4
13772,4,middle,apartment,38.0,1,1,1,1,0,0.52,19.1,342.2
13773,5,low,apartment,55.3,1,1,1,1,0,2.02,32.6,395.9
13774,2,low,apartment,117.9,1,3,1,0,1,1.68,19.6,332.1
13775,2,middle,apartment,129.0,1,3,1,1,3,2.08,21.6,350.8
13776,3,middle,house,92.1,0,2,1,1,2,1.28,21.1,340.2
13777,4,low,apartment,80.2,0,3,0,1,0,2.28,24.1,341.2
13778,3,middle,apartment,48.7,1,2,1,1,2,2.12,31.4,393.1
13779,2,high,house,88.7,0,3,1,1,2,2.26,15.2,318.0
13780,1,middle,house,74.8,0,2,1,1,1,2.29,28.6,276.3
13781,6,middle,apartment,71.4,1,1,1,0,1,0.86,21.5,433.3
13782,2,high,apartment,117.3,0,1,0,1,2,1.81,18.6,268.1
13783,1,low,apartment,123.5,1,1,0,1,1,2.16,39.0,274.6
13784,4,high,apartment,132.2,1,2,0,1,0,2.41,37.7,387.0
13785,2,middle,house,133.4,0,1,1,1,3,1.35,15.7,272.7
13786,6,low,apartment,126.0,0,3,1,1,0,1.84,24.4,409.3
13787,5,middle,house,149.6,1,3,0,1,1,0.52,16.1,469.5
13788,1,middle,apartment,105.2,0,3,1,1,0,0.5,11.1,274.3
13789,5,high,house,47.4,1,1,0,0,2,2.4,23.1,352.6
13790,3,middle,house,169.5,1,3,1,1,0,2.09,20.8,350.2
13791,4,middle,house,134.0,0,2,1,1,1,2.26,13.8,315.3
13792,2,high,apartment,81.0,1,2,1,0,1,1.24,19.7,299.8
13793,4,middle,apartment,83.3,1,2,1,0,1,1.51,14.6,349.5
13794,2,middle,house,72.2,0,1,1,1,1,1.79,17.0,243.3
13795,1,middle,house,124.8,0,1,1,0,3,0.91,22.2,248.3
13796,3,middle,apartment,85.8,1,1,1,1,0,1.31,25.2,335.4
13797,2,middle,apartment,51.6,0,2,1,1,2,0.85,22.8,298.9
13798,5,middle,house,65.3,1,1,0,1,3,1.32,16.4,436.2
13799,2,low,apartment,47.5,0,3,1,1,0,1.15,14.6,238.5
13800,2,low,house,106.9,0,3,0,0,2,2.42,17.7,261.6
13801,5,low,apartment,128.6,0,2,1,1,3,1.18,19.5,425.8
13802,5,middle,house,143.7,1,2,1,1,2,1.49,26.3,460.7
13803,6,middle,apartment,106.3,0,3,1,1,2,0.66,32.3,485.3
13804,3,middle,house,57.8,1,3,0,0,3,0.82,28.3,386.1
13805,6,high,house,71.0,0,2,0,1,0,0.57,21.3,385.1
13806,1,middle,apartment,123.5,1,2,0,1,3,0.51,34.1,358.2
13807,6,middle,house,144.2,0,1,1,1,1,2.32,22.7,414.4
13808,1,high,house,102.2,0,2,1,1,3,0.68,14.8,281.4
